Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days/week,Experience_Level,BMI,Daily_meals_frequency,Physical_exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns_Calories_per_30_min,Target_Muscle_Group,Equipment_Needed,Difficulty_Level,Body_Part,Type_of_Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns_Calories_per_30_min_bc,Burns_Calories_Bin
40.4,Female,80.35,1.76,168.05,167.09,74.14,1.63,1693.9,27.496269979391176,3.5,5.02,2.99,25.94,3.0,-0.01,236.15,94.61,63.0,2176.0,Other,Breakfast,Low-Carb,28.18,1233.68,186.62,489.56,Steamed,42.29,14.55,3.4,Glute Bridges,5.02,22.1,Improves unilateral leg strength and balance,348.34,"Lower Back, Glutes",Cable Machine,Advanced,Back,Triceps,Incline dumbbell flyes,25.939436983471072,1890.04,0.4997777824807941,1.1774735532047294,0.9897774464913214,0.994287414459982,482.0999999999999,58.25674707155919,1135.5884,8.319737547861202e+19,Medium
42.01,Female,97.61,1.91,193.18,136.0,72.82,0.99,948.82,27.16744132551451,2.82,3.01,1.98,26.76,2.99,0.0,232.29,93.17,61.94,2515.0,Other,Dinner,Keto,0.04,862.82,41.2,235.91,Fried,26.03,116.07,3.53,Inverted Rows,4.0,20.96,Builds unilateral leg strength and balance,341.65,"Core, Lower Back",Cable Machine or Resistance Band,Intermediate,Chest,Posterior,Preacher curls,26.75639373920671,1859.3,0.4997364599580487,0.9545128572892122,0.5249252243270189,0.7040066259447147,1566.1799999999998,71.09186052216529,676.467,7.100996836582697e+19,Medium
39.97,Female,63.65,1.62,184.66,143.06,72.16,1.3,1144.0,27.63142488307605,3.39,1.98,1.0,24.25,2.99,-0.02,260.26,102.91,68.88,1856.0,Other,Lunch,Paleo,10.27,1115.84,199.89,445.4,Fried,9.46,112.73,4.18,Burpees,4.0,18.17,Improves cardiovascular fitness,329.03,"Legs, Core",Pull-up Bar,Beginner,Arms,Grip Strength,Close-grip bench press,24.25316262764822,2072.6,0.5022869825340153,1.6168106834249802,0.6302222222222222,0.7747211090653092,712.0,46.062598061922095,855.478,5.221759609444485e+19,Low
51.72,Female,61.89,1.69,160.25,151.98,62.97,1.79,1860.17,25.96393085401316,2.69,4.03,2.99,21.67,2.99,3.99,364.82,145.67,96.57,1906.0,Other,Dinner,Low-Carb,5.87,948.09,129.45,224.04,Baked,31.21,70.28,3.81,Incline Push-ups,5.01,15.04,Improves core rotation strength,335.22,"Back, Biceps",Box or Platform,Beginner,Shoulders,Lats,Pull-ups,21.66940933440706,2911.09,0.5012830245715522,2.353692034254322,0.914987664473684,0.9483931357254288,45.82999999999993,45.82092319445125,1200.0876,6.080296694587763e+19,Low
52.85,Female,68.13,1.55,163.57,130.62,65.1,1.4,1341.76,30.01064876477534,2.21,4.0,1.98,28.36,2.99,-0.01,246.54,99.93,66.32,1997.0,Other,Dinner,Paleo,10.28,521.76,107.73,286.01,Baked,24.03,67.08,3.31,Windshield Wipers,5.01,23.02,Builds upper body strength,361.01,"Quadriceps, Glutes",Barbell,Intermediate,Arms,Quads,Dumbbell rows,28.3579604578564,1982.76,0.4973673061792653,1.4667547335975344,0.6653803188788464,0.7985571926392371,655.24,47.68374499655856,1010.828,1.1139184534874502e+20,Very High
42.75,Female,65.64,1.85,170.37,121.04,57.83,1.18,1038.4,20.312555478464944,3.19,2.01,1.0,19.18,2.98,1.0,292.64,117.34,78.13,1808.0,Other,Breakfast,Low-Carb,18.37,2207.51,106.39,443.63,Grilled,11.66,68.9,1.39,Bear Crawls,4.98,24.04,Strengthens core and improves mobility,368.81,"Lower Chest, Triceps",None or Dumbbell,Advanced,Arms,Quads,Overhead triceps extensions,19.17896274653032,2343.09,0.499579614952904,1.787629494210847,0.5616669628576506,0.7104537183776487,769.5999999999999,52.30683858393561,870.3915999999999,1.3264554768146285e+20,Very High
21.03,Female,62.59,1.81,164.18,149.86,61.93,1.3,1248.0,19.77319321958854,3.51,3.99,2.0,19.11,2.99,-0.02,243.41,97.31,65.02,1667.0,Other,Snack,Vegetarian,49.09,2360.93,123.68,425.14,Baked,57.87,89.03,2.31,Kettlebell Swings,3.02,11.98,Improves balance and leg strength,218.52,Quadriceps,Box or Platform,Intermediate,Back,Quads,Towel pull-up,19.10503342388816,1948.06,0.4997998008274899,1.5547212014698832,0.8599511002444988,0.9127786575709588,419.0,50.21395836385954,568.152,1.8502877041787668e+18,Low
32.35,Female,84.0,1.74,195.26,126.97,62.99,1.45,1271.36,26.77418236394333,2.11,3.02,1.0,27.74,2.99,0.0,184.98,73.44,49.16,2319.0,Other,Breakfast,Low-Carb,38.85,884.79,28.95,386.13,Fried,18.12,15.63,2.9,Leg Raises,4.01,19.0,Combines lower body and upper body strength,362.87,"Core, Shoulders, Hips",Barbell,Advanced,Forearms,Triceps,Bird dog,27.74474831549742,1476.12,0.5012600601577107,0.8742857142857142,0.4837075678536328,0.6502611902079279,1047.64,61.5096868142876,1052.323,1.1616772645654944e+20,Very High
52.16,Female,60.56,1.68,181.81,124.71,64.23,1.6,1661.44,26.142113438508524,2.7,3.99,2.98,21.46,1.99,2.01,343.02,137.66,92.47,1699.0,Other,Breakfast,Keto,48.95,2313.56,53.61,110.43,Boiled,47.07,70.49,1.86,Plank,3.98,23.98,Activates and strengthens glutes,368.2,Core,None or Dumbbells,Beginner,Forearms,Upper,Decline cable crossovers,21.456916099773245,2754.95,0.498041706746039,2.273117569352708,0.5143731927198503,0.6859358671140201,37.559999999999945,44.72833610163924,1178.24,1.308638165649335e+20,Very High
43.64,Female,71.7,1.66,175.78,151.84,55.03,1.41,1243.06,25.400605913794063,2.5,1.97,1.02,26.02,2.99,2.98,366.44,147.58,97.6,2087.0,Other,Snack,Vegetarian,40.13,782.53,88.54,485.47,Raw,48.93,60.34,2.94,Push Ups,4.01,24.94,Targets lower abs,366.38,Core,Resistance Band or Cable Machine,Advanced,Forearms,Lower Chest,Triceps pushdowns,26.019741617070697,2934.48,0.4994956516997901,2.058298465829847,0.8017391304347826,0.8638070315166686,843.94,53.48776555980966,1033.1916,1.25672060615086e+20,Very High
57.47,Female,126.55,1.63,161.17,133.46,72.9,0.95,835.24,35.0,2.09,1.99,1.0,47.63,2.98,0.96,297.43,118.56,79.41,3394.0,Other,Snack,Vegan,3.42,755.34,109.03,402.65,Raw,35.61,38.92,3.47,Leg Raises,5.01,19.89,Builds chest strength,369.93,"Shoulders, Upper Back",Resistance Band,Beginner,Legs,Upper,Triceps pushdowns,47.630697429334944,2378.65,0.5001660605805814,0.93686290003951,0.6860768097881501,0.8280697400260596,2558.76,82.25750000000001,702.867,1.3597243850694608e+20,Very High
26.12,Female,111.54,1.9,191.06,167.03,57.21,1.02,895.15,31.753308055233536,2.19,2.04,1.0,30.9,2.02,-0.01,180.54,70.78,47.86,2943.0,Other,Lunch,Low-Carb,45.98,1232.8,14.12,341.26,Fried,32.11,7.42,2.6,Frog Jumps,5.0,18.99,Improves unilateral leg strength and balance,360.51,"Back, Hamstrings, Glutes",Pull-up Bar,Intermediate,Shoulders,Lateral,Leg raises,30.89750692520776,1436.02,0.5028899318950989,0.6345705576474807,0.8204706761299962,0.8742279912069507,2047.85,76.12236019519253,735.4404,1.101377810044629e+20,Very High
31.12,Female,87.4,1.69,185.59,130.63,65.08,1.72,1786.05,30.39743213048528,3.51,3.98,2.98,30.6,2.99,4.01,290.82,116.98,77.67,2447.0,Other,Dinner,Balanced,30.32,1941.87,60.91,150.77,Baked,10.97,10.47,1.94,Zottman Curls,5.01,18.04,Improves shoulder mobility and posture,343.23,"Shoulders, Triceps",Parallel Bars or Chair,Intermediate,Chest,Grip Strength,Seated cable rows,30.6011694268408,2330.23,0.4992125240856053,1.3384439359267737,0.5439382623848643,0.7038633547066113,660.95,60.83264431795587,1180.7112,7.3737115187001795e+19,Medium
30.84,Female,86.69,1.76,171.81,150.78,66.11,1.29,1240.46,26.19092921870757,3.31,3.01,2.02,27.99,2.01,2.98,281.23,111.88,75.34,2317.0,Other,Lunch,Paleo,19.65,1451.83,227.74,197.67,Baked,32.25,34.17,1.01,Dead Bugs,4.02,18.92,Strengthens back and legs,360.46,"Biceps, Forearms",None or Dumbbell,Intermediate,Abs,Lower Chest,Skull crushers,27.98618285123967,2250.5,0.4998533659186848,1.2905756142576998,0.8010406811731315,0.8775973459053605,1076.54,63.985083460302405,929.9868,1.1001305898318035e+20,High
38.0,Female,44.84,1.79,188.26,157.98,67.67,0.63,554.9,18.258090343827423,2.8,2.98,1.01,13.99,2.98,2.0,324.72,129.52,86.82,1315.0,Other,Lunch,Low-Carb,18.07,1474.39,42.91,485.74,Boiled,46.77,104.84,4.3,Bicep Curls,2.98,20.02,Strengthens back and legs,240.3,"Shoulders, Triceps",Box or Platform,Advanced,Chest,Anterior,Seated cable rows,13.99456945788209,2598.34,0.4998883902799479,2.888492417484389,0.7489012355916742,0.8391586104323807,760.1,36.65307228982778,302.778,4.0158734801040026e+18,Low
49.47,Female,44.92,1.74,164.33,155.84,73.11,1.24,1190.4,16.527658119761213,2.08,3.01,2.0,14.84,4.01,-0.03,222.67,88.74,59.23,1327.0,Other,Dinner,Vegetarian,8.25,129.32,221.36,367.83,Boiled,33.03,79.08,4.82,Mountain Climbers,4.0,21.97,Isolates triceps,331.79,"Core, Shoulders, Hips",Dumbbells,Intermediate,Back,Triceps,Wrist extension,14.836834456335051,1778.7099999999998,0.5007449218815884,1.9755120213713264,0.9069283051962288,0.9483356660378506,136.5999999999999,37.49577597260326,822.8392,5.5904265730817925e+19,Low
36.86,Female,76.33,1.77,180.14,127.81,56.99,1.35,1296.0,26.978209252516866,2.11,4.0,2.0,24.36,2.98,0.02,234.28,93.58,62.18,2237.0,Other,Lunch,Low-Carb,27.96,432.62,275.16,364.32,Grilled,39.39,38.96,4.88,Inverted Rows,5.01,16.98,Targets lower chest,355.09,"Obliques, Core","Bench, Barbell",Advanced,Shoulders,Grip Strength,Military press,24.36400778831115,1871.06,0.5008497856829819,1.225992401414909,0.5750710515631344,0.7095037193294105,941.0,55.73753287755388,958.743,9.731829287105824e+19,High
18.0,Female,88.46,1.93,160.73,139.29,72.0,1.72,1787.42,30.296969645257416,3.5,4.02,2.99,23.75,3.0,0.01,206.56,82.73,55.48,2513.0,Other,Breakfast,Vegan,16.07,1970.58,220.96,397.23,Raw,52.09,44.98,3.88,Plyometric Push-ups,4.99,15.01,Targets biceps and forearms,342.23,"Upper Chest, Triceps",Pull-up Bar,Beginner,Abs,Lower Chest,Triceps pushdowns,23.74828854465892,1656.48,0.4987926204964744,0.9352249604340946,0.7583680829482701,0.8666085982703914,725.5799999999999,61.65930065180529,1177.2712,7.2000604739221135e+19,Medium
49.2,Female,79.72,1.72,194.06,128.12,69.27,1.46,1288.3,28.4411041893344,3.31,2.97,1.03,26.95,3.01,-0.0,241.09,97.75,64.65,2203.0,Other,Snack,Keto,45.92,2009.62,291.14,241.33,Grilled,11.06,54.51,3.32,Reverse Lunges,4.98,22.03,Builds calf muscles,366.94,"Core, Shoulders, Legs",Bench or Step,Advanced,Abs,Triceps,Plate pinch,26.946998377501355,1937.21,0.4978087042705746,1.2261665830406423,0.471592275022037,0.6602081830361743,914.7,57.04675174026261,1071.4648,1.2724991081113372e+20,Very High
51.91,Female,104.96,1.62,188.69,141.71,60.98,1.36,1197.89,35.0,3.2,3.01,1.01,39.99,3.0,-0.02,267.68,107.3,71.18,2880.0,Other,Dinner,Balanced,45.31,1130.87,183.46,451.32,Steamed,18.47,61.87,2.8,Burpees,5.0,21.96,Targets abdominal muscles,348.23,"Triceps, Chest",Resistance Band or Cable Machine,Advanced,Back,Wrist Flexors,Plate pinch,39.99390336838896,2140.54,0.500210227325815,1.022294207317073,0.6321353065539113,0.7510201918490647,1682.11,68.224,947.1856,8.298301959150962e+19,Medium
45.75,Female,62.81,1.54,197.3,125.11,72.98,1.61,1671.82,24.56282691438989,2.7,4.02,2.98,26.48,2.01,0.0,234.87,93.25,62.46,1857.0,Other,Snack,Vegan,46.06,240.75,79.11,394.99,Baked,11.87,88.1,1.49,Lunges,5.0,17.06,Improves balance and coordination,337.88,"Biceps, Forearms",Box or Platform,Intermediate,Legs,Anterior,Skull crushers,26.484230055658628,1874.62,0.501157567933768,1.4846362044260468,0.4193211068211067,0.6341104916371009,185.1800000000001,47.38208841507171,1087.9736,6.485746077922787e+19,Medium
46.62,Female,39.32,1.76,173.23,132.2,63.05,0.81,712.15,19.88628590431562,2.22,3.01,1.0,12.69,3.99,-0.0,250.87,100.42,66.56,1091.0,Other,Lunch,Paleo,11.41,2257.53,70.71,261.8,Steamed,12.34,37.81,2.62,Dragon Flags,4.01,18.14,Full body workout,334.16,Quadriceps,Kettlebell,Advanced,Back,Wrist Flexors,Incline dumbbell flyes,12.69369834710744,2004.2,0.5006885540365233,2.553916581892167,0.6276093664911961,0.7631472608670553,378.85,31.500712382423096,541.3392000000001,5.925036212136011e+19,Low
33.96,Female,75.59,1.93,180.87,141.05,72.12,1.17,1122.26,24.20461603147781,2.39,4.02,1.99,20.29,3.01,3.99,403.24,160.13,107.52,2391.0,Other,Breakfast,Low-Carb,37.32,2290.45,182.76,287.58,Steamed,46.54,119.17,1.51,Deadlift,3.96,25.03,Strengthens shoulders,347.75,"Upper Chest, Triceps",Cable Machine,Advanced,Forearms,Wrist Flexors,Dumbbell rows,20.29316223254316,3221.16,0.5007388642600803,2.1184019050138905,0.6338390804597702,0.7798418753801073,1268.74,57.29373074180592,813.7349999999999,8.205331193784266e+19,Medium
53.63,Female,72.15,1.78,162.75,148.86,71.81,1.27,1117.6,28.06202225745504,1.8,1.99,1.0,22.77,4.01,-0.01,233.58,94.38,62.62,1877.0,Other,Dinner,Vegan,26.26,2146.77,240.29,256.26,Fried,27.59,62.3,4.78,Leg Press,4.01,17.0,Targets abdominal muscles,353.45,"Legs, Core",Bench or Sturdy Surface,Advanced,Shoulders,Posterior,Russian twists,22.77174599166772,1875.42,0.4981924049013021,1.3081081081081078,0.8472619309434793,0.9146543778801844,759.4000000000001,51.90325094124619,897.763,9.370695416926292e+19,High
38.02,Female,45.44,1.8,188.17,157.99,67.84,0.64,563.71,18.562439185776785,2.81,2.99,1.01,14.02,3.0,1.97,323.76,130.11,86.88,1391.0,Other,Lunch,Balanced,18.51,1475.17,45.39,483.65,Steamed,47.23,105.32,4.3,Jumping Jacks,3.0,20.06,Strengthens lower abs,241.4,"Full Body, Core, Shoulders",Resistance Band or Cable Machine,Intermediate,Forearms,Middle,Chest flyes,14.02469135802469,2597.4,0.4985908985908985,2.8633362676056344,0.74918972824732,0.8396131157995431,827.29,37.00522763398303,308.992,4.1683194978042383e+18,Low
29.15,Female,84.89,1.72,186.58,139.86,51.05,1.78,1849.78,26.0276170186008,3.5,4.0,2.99,28.69,2.01,4.0,431.46,172.72,115.03,2542.0,Other,Snack,Paleo,18.69,751.21,24.7,377.23,Boiled,12.56,87.56,4.46,Windshield Wipers,4.01,16.99,Builds explosive upper body power,358.92,"Glutes, Hamstrings, Core",Wall,Intermediate,Chest,Lats,Skull crushers,28.69456462952948,3451.99,0.4999550983635526,2.034633054541171,0.6552792739614846,0.7495980276556973,692.22,62.79515591290978,1277.7552,1.0623183855881477e+20,High
32.71,Female,58.34,1.53,180.12,125.74,50.05,1.84,1912.13,27.706294526189858,2.71,5.0,2.99,24.92,4.01,-0.03,257.77,104.52,69.47,1663.0,Other,Snack,Vegetarian,14.1,128.15,33.8,106.07,Baked,14.86,110.1,2.22,Thrusters,5.01,21.96,Improves cardiovascular fitness,355.94,Full Body,Bench or Step,Beginner,Abs,Lateral,Donkey kicks,24.92203853218848,2074.39,0.4970521454499877,1.791566678093932,0.581917429076651,0.6980901621141461,-249.1300000000001,42.17614777342084,1309.8592,9.923765457392696e+19,High
33.03,Female,56.75,1.54,164.82,155.07,62.75,1.06,931.95,25.274277123138468,1.51,3.02,1.0,23.93,3.0,0.03,305.82,121.92,81.36,1361.0,Other,Snack,Vegetarian,3.84,360.61,151.62,196.58,Grilled,58.46,89.58,1.34,Tricep Extensions,5.0,18.05,Improves core rotation strength,328.59,Full Body,Low Bar or TRX,Beginner,Legs,Triceps,Decline dumbbell flyes,23.92899308483724,2443.2,0.500687622789784,2.1483700440528635,0.9044773194866268,0.9408445576993084,429.05,42.40684773261892,696.6107999999999,5.1650041077437465e+19,Low
21.88,Female,117.52,1.68,172.1,133.84,56.88,1.23,1178.83,35.0,2.7,3.0,1.98,41.64,2.99,-0.02,245.23,98.14,65.56,3026.0,Other,Lunch,Keto,44.51,1096.42,59.39,133.09,Raw,38.84,108.76,2.79,Plyo Squats,5.01,24.07,Improves core stability and balance,370.94,"Lower Back, Glutes",None or Dumbbell,Advanced,Arms,Lower Chest,Bird dog,41.63832199546486,1963.52,0.4995721968709257,0.8350918992511913,0.6679395938205174,0.7776873910517141,1847.17,76.388,912.5124,1.3903516830038177e+20,Very High
21.89,Female,102.24,1.84,162.9,153.25,65.16,1.24,1193.38,29.31371721857385,2.68,2.98,2.03,30.2,3.0,0.01,229.54,91.26,61.54,2769.0,Other,Dinner,Low-Carb,13.31,417.86,268.62,234.34,Roasted,34.29,79.67,3.09,Plank,4.01,21.03,Targets lower abs,344.35,Core,Pull-up Bar,Beginner,Arms,Grip Strength,Preacher curls,30.198487712665404,1837.06,0.4997985912272871,0.892605633802817,0.901268671986904,0.9407612031921424,1575.62,72.2696555157301,853.988,7.572556205772385e+19,Medium
27.17,Female,89.77,1.64,191.53,162.17,64.05,1.82,1891.34,32.617290326455986,3.5,4.0,2.99,33.38,2.01,1.01,198.07,79.19,53.3,2398.0,Other,Lunch,Balanced,15.32,2282.9,168.89,442.88,Raw,38.01,9.5,3.37,Bulgarian Split Squats,4.01,18.01,Strengthens back and legs,365.49,"Triceps, Chest",Resistance Band,Beginner,Back,Lower Chest,Seated cable rows,33.37671029149316,1588.74,0.4986844921132469,0.8821432549849616,0.769689363037339,0.8467080875058737,506.6600000000001,60.48945847394045,1330.3836,1.2319973543754075e+20,Very High
53.1,Female,47.16,1.76,164.04,149.27,74.0,1.07,1028.91,21.09000424387621,1.48,4.01,2.02,15.22,4.01,0.03,294.08,118.17,78.91,1433.0,Other,Breakfast,Balanced,30.32,1713.9,154.82,272.12,Baked,51.76,118.33,3.72,Dragon Flags,4.99,16.93,Builds back strength,344.67,"Shoulders, Triceps",Bench or Step,Beginner,Legs,Middle,Romanian deadlifts,15.224690082644628,2359.19,0.4986118116811278,2.5057251908396947,0.8359617947578856,0.9099609851255792,404.0899999999999,37.213953998587975,737.5938000000001,7.630226678818562e+19,Medium
47.04,Female,87.61,1.6,185.88,126.18,59.92,1.87,1944.8,31.677502178221587,3.5,5.01,3.0,34.22,3.03,0.97,314.7,124.59,83.13,2633.0,Other,Breakfast,Vegan,16.93,610.71,79.04,213.16,Boiled,53.37,84.59,1.31,Lunges,5.01,16.07,Improves shoulder health and posture,344.19,"Core, Obliques",Bench or Sturdy Surface,Beginner,Abs,Wrist Extensors,Towel pull-up,34.22265624999999,2505.33,0.5024487792027398,1.4220979340257962,0.5260400127024453,0.6788250484183345,688.2,59.85734034166007,1287.2706,7.543864741227694e+19,Medium
18.87,Female,82.73,1.96,173.94,168.55,61.84,1.91,1983.34,23.101130953921835,3.49,4.99,2.98,21.54,3.01,-0.01,179.81,72.23,48.42,2571.0,Other,Snack,Keto,30.02,93.73,211.48,241.52,Baked,9.79,116.88,2.87,Plyo Squats,3.99,24.02,Builds lower body power and endurance,357.78,Full Body,Step or Box,Intermediate,Arms,Lower,Dumbbell curls,21.535297792586427,1443.94,0.4981093397232571,0.8730811072162457,0.9519179304192686,0.9690123030930208,587.6600000000001,63.61843436182047,1366.7196,1.0350672545438864e+20,High
57.04,Female,82.07,1.69,187.78,155.08,63.04,1.16,1115.46,29.351452301422245,3.39,3.98,2.02,28.73,3.0,-0.03,261.71,105.38,70.4,2130.0,Other,Snack,Vegetarian,19.02,813.32,228.63,177.18,Steamed,34.53,111.33,4.36,Calf Raises,3.99,14.92,Isolates triceps,337.89,"Upper Chest, Triceps",Resistance Band or Cable Machine,Advanced,Shoulders,Lower,Barbell curls,28.73498827071881,2101.96,0.4980304097128394,1.2840258316071649,0.737854737854738,0.8258600489935031,1014.54,57.98126309622276,783.9047999999999,6.487314031491671e+19,Medium
45.27,Female,65.47,1.67,195.72,128.92,65.82,0.75,660.0,25.675127940390222,2.59,3.01,1.0,23.48,2.01,1.99,270.58,109.61,72.05,1889.0,Other,Snack,Keto,38.85,1367.3,127.81,427.56,Baked,14.8,45.91,1.48,Deadlifts,4.0,16.91,Improves shoulder mobility and posture,335.63,"Upper Chest, Triceps",Box or Platform,Advanced,Back,Grip Strength,Chest flyes,23.47520527806662,2169.21,0.4989466211201313,1.6742019245455937,0.4857582755966127,0.6586960964643368,1229.0,48.66049373742652,503.445,6.141301374864151e+19,Low
21.93,Female,59.13,1.71,173.09,128.05,63.08,1.0,958.4,24.72423639100012,1.6,3.0,1.98,20.22,3.99,0.04,165.34,65.54,44.36,1639.0,Other,Breakfast,Vegan,7.73,1095.26,97.21,124.97,Boiled,57.24,79.46,1.19,Frog Jumps,4.0,23.02,Improves unilateral leg strength and balance,333.38,"Legs, Core",Bench or Step,Beginner,Legs,Upper,Skull crushers,20.221606648199447,1322.76,0.4999848800991865,1.10840520886183,0.5905826743023362,0.7397885493096078,680.6,44.51055902200163,666.76,5.813021660346998e+19,Low
30.13,Female,51.45,1.74,174.07,149.71,64.05,1.08,1036.8,19.03750490200168,1.99,2.98,2.0,16.99,3.02,0.01,237.5,95.41,63.32,1420.0,Other,Dinner,Low-Carb,7.46,2274.97,38.11,494.16,Fried,35.94,103.98,1.72,Calf Raises,5.01,15.92,Strengthens shoulders,332.42,"Legs, Shoulders, Core",Low Bar or TRX,Beginner,Shoulders,Triceps,Close-grip bench press,16.993658343242174,1901.52,0.4996003197442046,1.8544217687074829,0.778585711688784,0.8600562991899812,383.2000000000001,41.65520372792014,718.0272000000001,5.677712890236322e+19,Low
52.44,Female,72.75,1.94,170.87,120.96,55.68,1.45,1395.48,20.77773374943301,2.9,3.0,2.03,19.33,2.98,1.0,198.79,80.63,53.65,1927.0,Other,Snack,Vegan,44.17,1967.89,183.05,472.75,Boiled,55.82,50.22,4.09,Renegade Rows,4.98,18.96,Strengthens core and improves mobility,350.77,Full Body,Cable Machine,Advanced,Back,Lateral,Seated calf raises,19.329896907216497,1600.5299999999995,0.4968104315445509,1.108316151202749,0.5667158607518014,0.7079065956575173,531.52,57.63419869728748,1017.233,8.805835051267863e+19,High
19.96,Female,76.64,1.78,197.21,133.13,53.03,1.42,1364.34,28.41341050832612,1.99,4.04,2.01,24.19,4.0,0.02,252.09,100.24,66.64,2182.0,Other,Dinner,Balanced,15.23,397.25,278.96,250.3,Steamed,34.87,113.9,2.41,Russian Twists,3.98,16.14,Strengthens back and improves posture,353.49,"Legs, Shoulders, Core",Kettlebell,Intermediate,Abs,Wrist Extensors,Bent-over lateral raises,24.18886504229264,2009.08,0.5019013677902324,1.3079331941544885,0.5555555555555555,0.6750671872623092,817.6600000000001,54.86396218641886,1003.9116,9.379361566558462e+19,High
45.16,Female,77.85,1.96,166.72,166.46,62.16,1.29,1133.14,22.84963114493473,2.22,2.98,1.0,20.26,4.0,0.01,220.33,88.48,59.33,1959.0,Other,Dinner,Balanced,16.65,1950.73,125.04,116.14,Fried,9.23,64.05,3.26,Tricep Dips,3.99,21.22,Improves core stability and balance,355.05,"Legs, Core",Bench or Sturdy Surface,Intermediate,Back,Lateral,Seated calf raises,20.264993752603083,1769.21,0.4981432390728065,1.136544637122672,0.9975133894414692,0.9984404990403072,825.8599999999999,60.06156215366831,916.029,9.72287785771848e+19,High
50.06,Female,50.41,1.69,161.41,155.78,59.92,1.3,1145.04,20.96633896418958,2.99,2.01,1.01,17.65,2.01,0.0,263.56,106.73,70.3,1356.0,Other,Lunch,Vegetarian,15.99,198.13,137.43,148.45,Steamed,28.49,68.36,1.61,Lat Pulldowns,4.99,20.93,Builds unilateral leg strength and balance,356.15,Shoulders,Low Bar or TRX,Intermediate,Forearms,Posterior,Towel pull-up,17.649942228913556,2113.86,0.4987274464723302,2.117238643126364,0.9445265543403292,0.9651198810482622,210.96000000000004,39.84086852815203,925.99,9.971693820456192e+19,High
